CIC,23152,"DNA-binding transcription factor activity, RNA polymerase II-specific"
DEAF1,10522,"DNA-binding transcription factor activity, RNA polymerase II-specific"
EBF3,253738,"DNA-binding transcription factor activity, RNA polymerase II-specific"
FOXG1,2290,"DNA-binding transcription factor activity, RNA polymerase II-specific"
FOXP1,27086,"DNA-binding transcription factor activity, RNA polymerase II-specific"
FOXP2,93986,"DNA-binding transcription factor activity, RNA polymerase II-specific"
HIVEP2,3097,"DNA-binding transcription factor activity, RNA polymerase II-specific"
MEIS2,4212,"DNA-binding transcription factor activity, RNA polymerase II-specific"
MYT1L,23040,"DNA-binding transcription factor activity, RNA polymerase II-specific"
MKX,283078,"DNA-binding transcription factor activity, RNA polymerase II-specific"
NACC1,112939,"DNA-binding transcription factor activity, RNA polymerase II-specific"
NR3C2,4306,"DNA-binding transcription factor activity, RNA polymerase II-specific"
NR4A2,4929,"DNA-binding transcription factor activity, RNA polymerase II-specific"
PAX5,5079,"DNA-binding transcription factor activity, RNA polymerase II-specific"
RFX3,5991,"DNA-binding transcription factor activity, RNA polymerase II-specific"
RORB,6096,"DNA-binding transcription factor activity, RNA polymerase II-specific"
SATB1,6304,"DNA-binding transcription factor activity, RNA polymerase II-specific"
SKI,6497,"DNA-binding transcription factor activity, RNA polymerase II-specific"
SOX5,6660,"DNA-binding transcription factor activity, RNA polymerase II-specific"
TBR1,10716,"DNA-binding transcription factor activity, RNA polymerase II-specific"
TCF4,6925,"DNA-binding transcription factor activity, RNA polymerase II-specific"
TCF7L2,6934,"DNA-binding transcription factor activity, RNA polymerase II-specific"
TSHZ3,57616,"DNA-binding transcription factor activity, RNA polymerase II-specific"
VEZF1,7716,"DNA-binding transcription factor activity, RNA polymerase II-specific"
ZNF292,23036,"DNA-binding transcription factor activity, RNA polymerase II-specific"
LDB1,8861,DNA-binding transcription factor binding
ARX,170302,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
BCL11A,53335,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
CTCF,10664,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
DEAF1,10522,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
FOXP1,27086,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
FOXP2,93986,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
MYT1L,23040,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
NACC1,112939,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
SATB1,6304,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
SKI,6497,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
ZBTB20,26137,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
CHD8,57680,DNA-dependent ATPase activity
DNMT3A,1788,DNA-methyltransferase activity
TCF4,6925,E-box binding
BRSK2,9024,ERAD pathway
PTPN11,5781,ERBB signaling pathway
PSMD12,5718,Fc-epsilon receptor signaling pathway
NCKAP1,10787,Fc-gamma receptor signaling pathway involved in phagocytosis
CHAMP1,283489,Flemming body
GNAI1,2770,G protein-coupled receptor binding
ARHGEF9,23229,G protein-coupled receptor signaling pathway
GNAI1,2770,G protein-coupled receptor signaling pathway
RORB,6096,G protein-coupled receptor signaling pathway
TRIO,7204,G protein-coupled receptor signaling pathway
GNAI1,2770,G protein-coupled serotonin receptor binding
PPP5C,5536,G-protein alpha-subunit binding
GNAI1,2770,G-protein beta/gamma-subunit complex binding
AFF2,2334,G-quadruplex RNA binding
FMR1,2332,G-quadruplex RNA binding
WAC,51322,G1 DNA damage checkpoint
CUL3,8452,G1/S transition of mitotic cell cycle
BRSK2,9024,G2/M transition of mitotic cell cycle
DYNC1H1,1778,G2/M transition of mitotic cell cycle
GABRB2,2561,GABA receptor activity
GABRB3,2562,GABA-A receptor activity
GABRB2,2561,GABA-A receptor activity
GABRB3,2562,GABA-A receptor complex
GABRB2,2561,GABA-A receptor complex
GABRB3,2562,GABA-ergic synapse
GABRB2,2561,GABA-ergic synapse
SLC6A1,6529,GABA-ergic synapse
GABRB3,2562,GABA-gated chloride ion channel activity
GABRB2,2561,GABA-gated chloride ion channel activity
GNAI1,2770,GDP binding
HRAS,3265,GDP binding
TRIM23,373,GDP binding
CASK,8573,GDP metabolic process
CASK,8573,GMP metabolic process
GNAI1,2770,GTP binding
HRAS,3265,GTP binding
SRPRA,6734,GTP binding
TRIM23,373,GTP binding
GNAI1,2770,GTPase activating protein binding
NF1,4763,GTPase activator activity
SYNGAP1,8831,GTPase activator activity
TBCK,93627,GTPase activator activity
TSC2,7249,GTPase activator activity
DDX3X,1654,GTPase activity
GNAI1,2770,GTPase activity
HRAS,3265,GTPase activity
SRPRA,6734,GTPase activity
TRIM23,373,GTPase activity
RIMS1,22999,GTPase regulator activity
ANK3,288,Golgi apparatus
ASH1L,55870,Golgi apparatus
CSDE1,7812,Golgi apparatus
GIGYF2,26058,Golgi apparatus
HRAS,3265,Golgi apparatus
LZTR1,8216,Golgi apparatus
PACS1,55690,Golgi apparatus
SRCAP,10847,Golgi apparatus
TSC2,7249,Golgi apparatus
TM9SF4,9777,Golgi apparatus
ZMYND8,23613,Golgi apparatus
CUL3,8452,Golgi membrane
HRAS,3265,Golgi membrane
POMGNT1,55624,Golgi membrane
TRIM23,373,Golgi membrane
ANK3,288,Golgi to plasma membrane protein transport
TSC1,7248,Hsp70 protein binding
PPP5C,5536,Hsp90 protein binding
TSC1,7248,Hsp90 protein binding
TSC2,7249,Hsp90 protein binding
CTNNB1,1499,I-SMAD binding
SRPRA,6734,IRE1-mediated unfolded protein response
CACNA1C,775,L-type voltage-gated calcium channel complex
LDB1,8861,LIM domain binding
ANK2,287,M band
BRAF,673,MAPK cascade
CUL3,8452,MAPK cascade
DLG4,1742,MAPK cascade
GRIN2B,2904,MAPK cascade
HRAS,3265,MAPK cascade
NF1,4763,MAPK cascade
PSMD12,5718,MAPK cascade
PPP5C,5536,MAPK cascade
SHANK3,85358,MAPK cascade
SYNGAP1,8831,MAPK cascade
TAOK1,57551,MAPK cascade
TEK,7010,MAPK cascade
CHD8,57680,MLL1 complex
KANSL1,284058,MLL1 complex
KMT2A,4297,MLL1 complex
KDM6B,23135,MLL3/4 complex
KMT2C,58508,MLL3/4 complex
CREBBP,1387,MRF binding
CREBBP,1387,N-terminal peptidyl-lysine acetylation
EP300,2033,N-terminal peptidyl-lysine acetylation
NAA15,80155,N-terminal peptidyl-methionine acetylation
NAA15,80155,N-terminal protein amino acid acetylation
ADSL,158,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity"
DHCR7,1717,NADP binding
EP300,2033,NF-kappaB binding
PSMD12,5718,NIK/NF-kappaB signaling
DDX3X,1654,NLRP3 inflammasome complex
GRIN2B,2904,NMDA glutamate receptor activity
RELN,5649,NMDA glutamate receptor clustering
SHANK3,85358,NMDA glutamate receptor clustering
GRIN2B,2904,NMDA selective glutamate receptor complex
KANSL1,284058,NSL complex
NAA15,80155,NatA complex
CUL3,8452,Notch binding
CREBBP,1387,Notch signaling pathway
EP300,2033,Notch signaling pathway
TRAF7,84231,Notch signaling pathway
CHD3,1107,NuRD complex
MBOAT7,79143,O-acyltransferase activity
POMGNT1,55624,O-glycan processing
DDX3X,1654,P granule
CAPRIN1,4076,P-body
CNOT3,4849,P-body
CSDE1,7812,P-body
DYNC1H1,1778,P-body assembly
DLG4,1742,P2Y1 nucleotide receptor binding
DLG4,1742,PDZ domain binding
PTEN,5728,PDZ domain binding
ATRX,546,PML body
CHD3,1107,PML body
PTEN,5728,PML body
SATB1,6304,PML body
SKI,6497,PML body
TCF7L2,6934,PML body
WDFY3,23001,PML body
CUL3,8452,POZ domain binding
ASXL3,80816,PR-DUB complex
CAPRIN1,4076,RNA binding
CELF4,56853,RNA binding
CHD2,1106,RNA binding
CHD3,1107,RNA binding
CORO1A,11151,RNA binding
CSDE1,7812,RNA binding
DDX3X,1654,RNA binding
DYNC1H1,1778,RNA binding
EIF3G,8666,RNA binding
FMR1,2332,RNA binding
GIGYF2,26058,RNA binding
HDLBP,3069,RNA binding
HNRNPH2,3188,RNA binding
HNRNPU,3192,RNA binding
KMT2C,58508,RNA binding
MECP2,4204,RNA binding
NAA15,80155,RNA binding
PPP5C,5536,RNA binding
RIMS1,22999,RNA binding
SON,6651,RNA binding
STXBP1,6812,RNA binding
SRPRA,6734,RNA binding
TCF20,6942,RNA binding
UPF3B,65109,RNA binding
NUP155,9631,RNA export from nucleus
UPF3B,65109,RNA export from nucleus
DDX3X,1654,RNA helicase activity
HNRNPU,3192,RNA localization to chromatin
HNRNPH2,3188,RNA metabolic process
HNRNPU,3192,RNA metabolic process
CNOT3,4849,"RNA phosphodiester bond hydrolysis, exonucleolytic"
HNRNPU,3192,RNA polymerase II C-terminal domain binding
CREBBP,1387,RNA polymerase II activating transcription factor binding
CTNNB1,1499,RNA polymerase II activating transcription factor binding
EP300,2033,RNA polymerase II activating transcription factor binding
LDB1,8861,RNA polymerase II activating transcription factor binding
SIN3A,25942,RNA polymerase II activating transcription factor binding
ARX,170302,RNA polymerase II cis-regulatory region sequence-specific DNA binding
BCL11A,53335,RNA polymerase II cis-regulatory region sequence-specific DNA binding
CHD2,1106,RNA polymerase II cis-regulatory region sequence-specific DNA binding
CHD7,55636,RNA polymerase II cis-regulatory region sequence-specific DNA binding
CTCF,10664,RNA polymerase II cis-regulatory region sequence-specific DNA binding
DNMT3A,1788,RNA polymerase II cis-regulatory region sequence-specific DNA binding
EBF3,253738,RNA polymerase II cis-regulatory region sequence-specific DNA binding
EP300,2033,RNA polymerase II cis-regulatory region sequence-specific DNA binding
FOXP1,27086,RNA polymerase II cis-regulatory region sequence-specific DNA binding
FOXP2,93986,RNA polymerase II cis-regulatory region sequence-specific DNA binding
HIVEP2,3097,RNA polymerase II cis-regulatory region sequence-specific DNA binding
HNRNPU,3192,RNA polymerase II cis-regulatory region sequence-specific DNA binding
KDM6B,23135,RNA polymerase II cis-regulatory region sequence-specific DNA binding
MEIS2,4212,RNA polymerase II cis-regulatory region sequence-specific DNA binding
MYT1L,23040,RNA polymerase II cis-regulatory region sequence-specific DNA binding
MKX,283078,RNA polymerase II cis-regulatory region sequence-specific DNA binding
NACC1,112939,RNA polymerase II cis-regulatory region sequence-specific DNA binding
NR3C2,4306,RNA polymerase II cis-regulatory region sequence-specific DNA binding
NR4A2,4929,RNA polymerase II cis-regulatory region sequence-specific DNA binding
NSD1,64324,RNA polymerase II cis-regulatory region sequence-specific DNA binding
PAX5,5079,RNA polymerase II cis-regulatory region sequence-specific DNA binding
RFX3,5991,RNA polymerase II cis-regulatory region sequence-specific DNA binding
RORB,6096,RNA polymerase II cis-regulatory region sequence-specific DNA binding
SATB1,6304,RNA polymerase II cis-regulatory region sequence-specific DNA binding
SKI,6497,RNA polymerase II cis-regulatory region sequence-specific DNA binding
SOX5,6660,RNA polymerase II cis-regulatory region sequence-specific DNA binding
TBR1,10716,RNA polymerase II cis-regulatory region sequence-specific DNA binding
TCF4,6925,RNA polymerase II cis-regulatory region sequence-specific DNA binding
TCF7L2,6934,RNA polymerase II cis-regulatory region sequence-specific DNA binding
ZBTB20,26137,RNA polymerase II cis-regulatory region sequence-specific DNA binding
HNRNPU,3192,RNA polymerase II complex binding
WAC,51322,RNA polymerase II complex binding
SIN3A,25942,RNA polymerase II repressing transcription factor binding
TCF7L2,6934,RNA polymerase II repressing transcription factor binding
EHMT1,79813,RNA polymerase II transcription corepressor binding
CREBBP,1387,RNA polymerase II transcription factor binding
CTNNB1,1499,RNA polymerase II transcription factor binding
EP300,2033,RNA polymerase II transcription factor binding
RERE,473,RNA polymerase II transcription factor binding
ADNP,23394,RNA polymerase II transcription regulator complex
HNRNPU,3192,RNA polymerase II transcription regulator complex
ARX,170302,RNA polymerase II transcription regulatory region sequence-specific DNA binding
CASZ1,54897,RNA polymerase II transcription regulatory region sequence-specific DNA binding
CIC,23152,RNA polymerase II transcription regulatory region sequence-specific DNA binding
DEAF1,10522,RNA polymerase II transcription regulatory region sequence-specific DNA binding
EP300,2033,RNA polymerase II transcription regulatory region sequence-specific DNA binding
NCOA1,8648,RNA polymerase II transcription regulatory region sequence-specific DNA binding
SATB1,6304,RNA polymerase II transcription regulatory region sequence-specific DNA binding
VEZF1,7716,RNA polymerase II transcription regulatory region sequence-specific DNA binding
HNRNPU,3192,RNA processing
DDX3X,1654,RNA secondary structure unwinding
AFF2,2334,RNA splicing
FMR1,2332,RNA splicing
PPP1R9B,84687,RNA splicing
SON,6651,RNA splicing
DDX3X,1654,RNA stem-loop binding
FMR1,2332,RNA stem-loop binding
DDX3X,1654,RNA strand annealing activity
FMR1,2332,RNA strand annealing activity
SON,6651,RS domain binding
NCKAP1,10787,Rac protein signal transduction
HRAS,3265,Ras protein signal transduction
NF1,4763,Ras protein signal transduction
SYNGAP1,8831,Ras protein signal transduction
KMT5B,51111,S-adenosyl-L-methionine binding
ANK2,287,SA node cell action potential
ANK2,287,SA node cell to atrial cardiac muscle cell communication
NCKAP1,10787,SCAR complex
PSMD12,5718,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
SHANK2,22941,SH3 domain binding
SHANK3,85358,SH3 domain binding
SYNGAP1,8831,SH3 domain binding
CTNNB1,1499,SMAD binding
SKI,6497,SMAD binding
SKI,6497,SMAD protein signal transduction
NIPBL,25836,SMC loading complex
FMR1,2332,SMN complex
STXBP1,6812,SNARE binding
STXBP1,6812,SNARE complex assembly
SRPRA,6734,SRP-dependent cotranslational protein targeting to membrane
EP300,2033,STAT family protein binding
ARID1B,57492,SWI/SNF complex
SMARCC2,6601,SWI/SNF complex
NIPBL,25836,Scc2-Scc4 cohesin loading complex
CASK,8573,Schaffer collateral - CA1 synapse
CTNNB1,1499,Schaffer collateral - CA1 synapse
IQSEC2,23096,Schaffer collateral - CA1 synapse
PTEN,5728,Schmidt-Lanterman incisure
NF1,4763,Schwann cell development
CTNNB1,1499,Scrib-APC-beta-catenin complex
ATRX,546,Sertoli cell development
PHF12,57649,Sin3 complex
SIN3A,25942,Sin3 complex
PHF12,57649,Sin3-type complex
SRCAP,10847,Swr1 complex
PTPN11,5781,T cell costimulation
CHD7,55636,T cell differentiation
CTNNB1,1499,T cell differentiation in thymus
CORO1A,11151,T cell homeostasis
HRAS,3265,T cell receptor signaling pathway
PSMD12,5718,T cell receptor signaling pathway
FOXP1,27086,T follicular helper cell differentiation
HRAS,3265,T-helper 1 type immune response
ANK2,287,T-tubule
ANK3,288,T-tubule
SCN2A,6326,T-tubule
ANK2,287,T-tubule organization
TCF4,6925,TFIIB-class transcription factor binding
HNRNPU,3192,TFIIH-class transcription factor complex binding
TSC1,7248,TSC1-TSC2 complex
TSC2,7249,TSC1-TSC2 complex
TEK,7010,Tie signaling pathway
CHD8,57680,Wnt signaling pathway
CTNNB1,1499,Wnt signaling pathway
CUL3,8452,Wnt signaling pathway
DDX3X,1654,Wnt signaling pathway
CTNNB1,1499,"Wnt signaling pathway, calcium modulating pathway"
TCF7L2,6934,"Wnt signaling pathway, calcium modulating pathway"
AP2S1,1175,"Wnt signaling pathway, planar cell polarity pathway"
PSMD12,5718,"Wnt signaling pathway, planar cell polarity pathway"
CTNNB1,1499,Wnt signalosome
DNMT3A,1788,XY body
ANK2,287,Z disc
ANK3,288,Z disc
CACNA1C,775,Z disc
CTNNB1,1499,Z disc
SCN1A,6323,Z disc
SCN8A,6334,Z disc
BCKDK,10295,[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase activity
PTPN11,5781,abortive mitotic cell cycle
DLG4,1742,acetylcholine receptor binding
NRXN1,9378,acetylcholine receptor binding
POMGNT1,55624,acetylglucosaminyltransferase activity
CREBBP,1387,acetyltransferase activity
EP300,2033,acetyltransferase activity
NAA15,80155,acetyltransferase activity
RIMS1,22999,acrosomal vesicle exocytosis
CORO1A,11151,actin binding
HNRNPU,3192,actin binding
MAP1A,4130,actin binding
SHANK3,85358,actin binding
AUTS2,26053,actin cytoskeleton
CASK,8573,actin cytoskeleton
PPP1R9B,84687,actin cytoskeleton
CORO1A,11151,actin cytoskeleton organization
IQSEC2,23096,actin cytoskeleton organization
NF1,4763,actin cytoskeleton organization
TBCK,93627,actin cytoskeleton organization
AUTS2,26053,actin cytoskeleton reorganization
BRSK2,9024,actin cytoskeleton reorganization
PTK7,5754,actin cytoskeleton reorganization
CORO1A,11151,actin filament
TSC1,7248,actin filament
TEK,7010,actin filament
CORO1A,11151,actin filament binding
PPP1R9B,84687,actin filament binding
PPP1R9B,84687,actin filament depolymerization
CORO1A,11151,actin filament organization
PPP1R9B,84687,actin filament organization
CORO1A,11151,actin monomer binding
KCNB1,3745,action potential
SATB1,6304,activated T cell proliferation
EP300,2033,activating transcription factor binding
TBCK,93627,activation of GTPase activity
TSC1,7248,activation of GTPase activity
TAOK1,57551,activation of JUN kinase activity
PTPN11,5781,activation of MAPK activity
TAOK1,57551,activation of MAPK activity
BRAF,673,activation of MAPKK activity
TRAF7,84231,activation of MAPKKK activity
SIN3A,25942,activation of innate immune response
ADNP,23394,activation of protein kinase activity
TAOK1,57551,activation of protein kinase activity
TSC1,7248,adaptive immune response
HNRNPU,3192,adaptive thermogenesis
GNAI1,2770,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway
GNAI1,2770,adenylate cyclase-modulating G protein-coupled receptor signaling pathway
CTNNB1,1499,adherens junction
PPP1R9B,84687,adherens junction
CTNNB1,1499,adherens junction assembly
NF1,4763,adrenal gland development
NLGN3,54413,adult behavior
NRXN1,9378,adult behavior
NRXN2,9379,adult behavior
NRXN3,9369,adult behavior
PAX5,5079,adult behavior
PTEN,5728,adult behavior
SHANK2,22941,adult behavior
SHANK3,85358,adult behavior
CHD7,55636,adult heart development
GIGYF2,26058,adult locomotory behavior
NR4A2,4929,adult locomotory behavior
TSC1,7248,adult locomotory behavior
CHD7,55636,adult walking behavior
ADSL,158,aerobic respiration
WDFY3,23001,aggrephagy
DNMT3A,1788,aging
FOXG1,2290,aging
PAX5,5079,aging
PTEN,5728,aging
PPP1R9B,84687,aging
CACNA1C,775,alpha-actinin binding
CTNNB1,1499,alpha-catenin binding
SETD2,29072,alpha-tubulin binding
SPAST,6683,alpha-tubulin binding
TAOK1,57551,alpha-tubulin binding
CELF4,56853,"alternative mRNA splicing, via spliceosome"
RORB,6096,amacrine cell differentiation
NF1,4763,amygdala development
TBR1,10716,amygdala development
GRIA2,2891,amyloid-beta binding
GRIN2B,2904,amyloid-beta binding
DYRK1A,1859,amyloid-beta formation
PTEN,5728,anaphase-promoting complex binding
CUL3,8452,anaphase-promoting complex-dependent catabolic process
PSMD12,5718,anaphase-promoting complex-dependent catabolic process
PAX5,5079,anatomical structure development
ANKRD11,29123,anatomical structure morphogenesis
DEAF1,10522,anatomical structure morphogenesis
EP300,2033,androgen receptor binding
FOXP1,27086,androgen receptor binding
FOXP2,93986,androgen receptor binding
NSD1,64324,androgen receptor binding
UBE3A,7337,androgen receptor signaling pathway
NAA15,80155,angiogenesis
PTEN,5728,angiogenesis
SETD2,29072,angiogenesis
TEK,7010,angiogenesis
VEZF1,7716,angiogenesis
ASXL3,80816,animal organ morphogenesis
BRAF,673,animal organ morphogenesis
EP300,2033,animal organ morphogenesis
HRAS,3265,animal organ morphogenesis
MEIS2,4212,animal organ morphogenesis
PAX5,5079,animal organ morphogenesis
SLC9A6,10479,anion transmembrane transport
TSC2,7249,anoikis
CTNNB1,1499,anterior/posterior axis specification
SKI,6497,anterior/posterior axis specification
MAP1A,4130,anterograde axonal protein transport
SPAST,6683,anterograde axonal transport
PSMD12,5718,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent"
AP2S1,1175,antigen processing and presentation of exogenous peptide antigen via MHC class II
DYNC1H1,1778,antigen processing and presentation of exogenous peptide antigen via MHC class II
KDM3B,51780,antioxidant activity
CHD7,55636,aorta morphogenesis
CTNNB1,1499,apical part of cell
ANK2,287,apical plasma membrane
PTEN,5728,apical plasma membrane
SHANK2,22941,apical plasma membrane
TEK,7010,apical plasma membrane
CTNNB1,1499,apicolateral plasma membrane
EP300,2033,apoptotic process
KMT2A,4297,apoptotic process
NCKAP1,10787,apoptotic process
PTEN,5728,apoptotic process
TRAF7,84231,apoptotic process
CHD8,57680,armadillo repeat domain binding
TCF7L2,6934,armadillo repeat domain binding
NF1,4763,artery morphogenesis
NCOA1,8648,aryl hydrocarbon receptor binding
MAP1A,4130,associative learning
RELN,5649,associative learning
SLC6A1,6529,associative learning
CTNNB1,1499,astrocyte-dopaminergic neuron signaling
SOX5,6660,asymmetric neuroblast division
GRIA2,2891,asymmetric synapse
NLGN3,54413,"asymmetric, glutamatergic, excitatory synapse"
ANK2,287,atrial cardiac muscle cell action potential
NUP155,9631,atrial cardiac muscle cell action potential
ANK2,287,atrial cardiac muscle cell to AV node cell communication
ANK2,287,atrial septum development
CHD7,55636,atrioventricular canal development
PTPN11,5781,atrioventricular canal development
CHAMP1,283489,attachment of mitotic spindle microtubules to kinetochore
